,model_name,source,volume,area,n_triangles,x_scale,y_scale,z_scale,area_ratio_xy,area_ratio_xz,area_ratio_yz,build_time,support_material,model_material,area_ground,box_volume
30,271303,thingi10k,6.99867156885239,22.522849121093753,540,3.2604400634765627,3.0003999710083007,1.9595500946044921,1.4278769582456408,1.4462710016306906,1.7777105533977506,40,3.756,8.444,9.78262427192938,19.16954231753942
31,669963,thingi10k,1.298620539153616,9.785462646484376,1372,1.8146873474121095,2.22872314453125,2.1287492752075194,0.8096963988624717,1.0676567662025225,0.9214947386219988,7,0.369,1.426,4.04443569126539,8.60958954640462
32,966907,thingi10k,37.270729542789155,119.65147460937503,83386,5.555619812011718,5.762570190429687,10.900669860839844,1.6229992381781297,1.0717393440089926,1.0029931861894967,316,36.832,47.224,32.01464911805931,348.981120746592
33,109572,thingi10k,597.8697505861228,492.9998437500001,29318,11.259417724609374,11.254212951660156,10.204199981689452,2.0291089096518546,2.1372124506369383,2.1369691521316394,386,1.709,554.32,126.71588478445074,1293.034229197255
34,278455,thingi10k,16.45074974248423,32.0221435546875,18540,2.90692024230957,2.9069204330444336,4.167206573486328,1.5905324993600392,1.4238115417257409,1.4238114483036792,28,1.303,15.959,8.450185849600166,35.21367001963496
35,849728,thingi10k,19.824052990207917,70.33828125000001,702,4.070000076293946,5.124800491333008,1.240000057220459,1.6881868432232439,2.3974778916755244,4.217213658771481,19,1.835,19.342,20.85793839071659,25.86384479798938
36,1706476,thingi10k,78.35933505375498,157.16338867187503,87128,8.180000305175781,8.180000305175781,1.6300003051757812,1.6968418942066017,2.3934201603683944,2.393427742039599,91,9.873,76.936,66.91240499267587,109.06724055810714
37,1454388,thingi10k,8.055474997419587,36.73951660156251,23722,2.75,2.75,2.75,2.238949357970687,2.2391481005455836,2.2393871969427943,70,7.871,10.606,7.5625,20.796875
38,1706462,thingi10k,3.92114536410151,21.843537597656255,20024,2.1999998092651367,2.1999996185302733,2.4,2.4584207150788657,1.5850691652357938,1.5841400118983897,44,4.356,5.619,4.839998741149975,11.61599697875994
39,36090,thingi10k,10.404917707844863,114.18820312500002,584,3.5162708282470705,4.6359001159667965,6.593280029296875,1.2305191861728373,2.6336078095247992,2.1579397882218863,29,0.641,9.683,16.301080340441256,107.47758746459525
40,84622,thingi10k,4.531647950595014,26.741179199218756,18528,1.9096361160278321,3.217499923706055,3.600115966796875,1.8518470336844086,1.5103434063349952,1.2462791630189087,88,9.19,8.449,6.144254057625877,22.120027136915407
41,115601,thingi10k,57.825757812500015,168.79361328125003,372,12.44000015258789,8.851239776611328,1.5,0.7002216761574861,3.4308695806742127,3.999997586518361,47,4.059,56.237,110.10942417163692,165.16413625745537
42,1382595,thingi10k,6.05913580678714,43.05442871093751,748,7.683506774902344,4.182760238647461,0.4,0.9426665101682267,2.9406400910899353,3.474936798069833,10,1.775,6.81,32.13826663143991,12.855306652575965
43,1315831,thingi10k,0.8952659536527297,10.180877685546877,11884,1.4068397521972655,1.398118782043457,1.5943647384643556,1.789794017369294,2.5018886021767046,2.556324731209661,7,0.213,0.96,1.9669290808723598,3.1360023696029953
44,68661,thingi10k,1.9895120461781823,22.749733886718754,140,0.9800000190734863,0.9800000190734863,4.65,1.5307331124877903,2.9896864686921902,2.989685840861843,12,0.254,1.952,0.9604000373840336,4.465860173835757
45,1066898,thingi10k,7.769620463500423,72.53104492187501,1160,10.79824447631836,3.1,0.45,1.4716708406672498,3.3222347633119544,6.287097589089452,13,2.768,8.541,33.474557876586914,15.063551044464111
46,110786,thingi10k,16.38616307958862,125.02425781250003,2220,2.63441162109375,2.623847007751465,8.098779296875,0.812218823624243,3.5730831791403594,3.5682591069523113,74,5.857,17.206,6.912293049192521,55.98113584073335
47,75142,thingi10k,33.322493388374475,115.11649414062502,18838,5.6568359375,5.85,5.2,1.7976532595669512,1.6216888913640477,1.5794080625154094,59,3.522,32.909,33.092490234375,172.08094921875
48,78328,thingi10k,13.857429936925573,83.67878906250002,436,8.159255981445312,2.8930122375488283,2.194805717468262,2.244020599150573,1.231568859252619,1.7591635961169796,25,3.392,14.288,23.604827403614763,51.80801014530519
49,162338,thingi10k,57.432066121734536,318.50876953125004,1216,17.999996948242188,18.0,1.000002956390381,0.49441225875497186,4.410452101509368,4.410453896876047,74,10.689,58.451,323.9999450683594,324.00090293868044
50,635749,thingi10k,0.6126217806676805,16.575595703125003,1292,4.469499969482422,0.7408512115478516,0.6803004264831543,1.6981699194429214,3.4165604134595755,3.070066152396336,15,2.091,1.54,3.3112344674041383,2.2526342203607554
51,1464288,thingi10k,8.154775945057525,33.071318359375006,16416,2.951651763916016,2.951651763916016,1.9388416290283204,1.5787200641625485,2.50877797664753,2.508777810002398,12,0.711,7.959,8.712248135428528,16.89166936739319
52,134618,thingi10k,9.117652882218364,42.267934570312505,1380,3.0289817810058595,4.014292907714844,3.5,1.4613550824867827,1.3982097424316315,1.172635838139617,43,5.434,10.162,12.159220081089298,42.55727028381254
53,59494,thingi10k,3.9106957928339647,35.35142089843751,308,2.6,1.8,2.3,1.1288138536306527,3.4763696600362213,2.414461034507567,63,6.481,6.358,4.680000000000001,10.764000000000001
54,68649,thingi10k,3.622317677815756,19.554855957031254,76,0.7889999866485595,0.7889999866485595,7.531999969482422,1.5450844496242058,1.9999999049488344,1.9999999049488344,20,0.228,3.49,0.6225209789314271,4.688827994313677
55,72611,thingi10k,3.6173931822051246,15.139267578125002,1344,3.1160041809082033,1.3918111801147461,3.1432695388793945,1.5323117804843354,0.8702659399698903,1.3914088255329533,11,0.333,3.602,4.3368894562723295,13.632012521388033
56,96583,thingi10k,45.000000000000014,91.86150390625002,8,5.0,3.0,6.0,1.0,2.0,2.0,43,0.896,42.452,15.0,90.0
57,108693,thingi10k,3.0462321528593703,27.714428710937504,392,3.7699951171875,4.0,0.5,1.0168485252583879,4.805605001651351,4.657124042510986,8,1.16,3.494,15.07998046875,7.539990234375
58,225961,thingi10k,2.7186529453504558,19.406879882812504,778,4.435900115966797,4.372321701049804,0.8457449913024903,0.5063954160901912,1.9694676834626677,1.627763144090119,10,0.941,3.027,19.395182340730972,16.403378320071727
59,199820,thingi10k,11148.111104270834,5105.057676708984,60,20.32,34.59238464355469,25.4,1.2488059491176045,2.28570562884534,3.70770185978592,6203,36.555,10345.127,702.9172559570312,17854.098301308593
60,125067,thingi10k,10.186024070741347,191.04792968750004,56024,5.7,5.7,6.783608245849609,1.571134553758428,2.541702047499508,2.5757548196615927,189,28.838,16.341,32.49,220.39943190765382
61,1224385,thingi10k,5.632761767114281,24.443002929687506,238,2.1885696411132813,3.7866237640380858,1.817519187927246,1.6652999381293863,1.878433052849098,1.0373021770856568,13,1.216,5.719,8.287289812291856,15.062308249754434
62,711199,thingi10k,82.52976141817662,415.6278515625001,38464,6.6,6.570000457763672,6.6000007629394535,1.5470444652772188,4.80233829635899,3.56358990437479,306,35.28,84.952,43.362003021240234,286.1892530227684
63,471992,thingi10k,0.34411480073182343,8.086497802734376,33494,0.5079984664916992,6.00810546875,0.24553313255310058,2.000050881301316,8.555864086876877,1.2916266446493019,9,0.98,0.813,3.0521083646453917,0.749393727662904
64,548861,thingi10k,8.100555929742988,67.50230468750001,61868,8.949633026123047,3.4582645416259767,2.787954330444336,1.5408223881230085,0.7212278626570743,3.262257773468845,87,16.407,11.086,30.95019855480612,86.28774008898375
65,674846,thingi10k,1.0228117778968302,13.671694335937502,776,4.651100158691406,1.35,0.7401000022888183,1.5670916853316312,0.8678918046161901,1.2044139351896535,5,0.728,1.286,6.278985214233399,4.647076971425594
66,1063857,thingi10k,16.91313841123468,133.55314453125,5468,2.1661754608154298,2.8074392318725585,13.9,1.5909721161571841,2.618109534597209,2.0796182453527647,82,4.423,17.09,6.081405971812855,84.5315430081987
67,548875,thingi10k,13.533432454683108,135.63638671875003,133414,3.5840179443359377,8.263356018066407,2.35,1.1923681422167136,5.411584588432079,3.6392821167335128,82,11.012,15.686,29.616016249186362,69.59763818558795
68,83005,thingi10k,10.974176939328515,69.21815429687501,640,6.65,5.6,1.45,0.7107813043317784,3.0794716820928265,2.8830565842501636,17,1.627,10.712,37.24,53.998000000000005
69,1312970,thingi10k,10.385856190802738,48.98449218750001,14380,3.7806686401367187,3.7806686401367187,2.400299644470215,1.6065140554766633,2.1253062252249353,2.0940134532913874,66,5.963,12.534,14.293455366513225,34.30857583449258
70,471986,thingi10k,56.68480989583335,227.78148437500005,56,22.04873046875,4.025673675537109,7.112000274658203,0.9505869880272164,0.8120196323901289,0.6695551233730572,61,4.197,55.36,88.76099382705986,631.2682124769848
71,53754,thingi10k,8.556650311841786,69.10078125000001,39936,3.0,3.0,3.0,3.6886499192979603,3.567713843451606,3.5677007039388022,95,10.853,11.13,9.0,27.0
72,89528,thingi10k,7.095995064632583,48.48784667968751,100,5.3803558349609375,5.425607299804687,0.4228516101837158,1.1500294389493648,3.8388120872279927,3.1179353093797255,10,2.158,7.653,29.191697893710806,12.3437564583522
73,70833,thingi10k,17.73126133376609,64.85932617187501,1082,5.73826904296875,5.049205017089844,0.9999995231628418,1.2263669065039504,2.4720238334555398,4.095166285539892,19,1.955,17.716,28.97369684116915,28.973683025433886
74,789075,thingi10k,14.559534942685552,165.25962890625004,31746,9.481803894042969,9.508016967773438,0.44776549339294436,1.5713438987510646,4.6138161860444,4.588342597889114,20,6.047,15.736,90.1531523096608,40.367470724864525
75,1312958,thingi10k,3.2650792997662874,23.263168945312504,4018,4.089126968383789,3.8550853729248047,1.1779250144958495,0.6246983305375736,1.7300740100880074,2.1315838342298727,29,2.784,4.559,15.763933563848697,18.568731671708086
76,89266,thingi10k,53.38767051326191,174.72326171875002,65578,5.919999694824218,12.440554809570312,0.7600210666656494,1.9969796070692218,2.698775530270064,2.244403152501059,53,7.463,53.065,73.64808067610021,55.97409283332748
77,84030,thingi10k,3.8650018681076674,95.15175781250002,1116,8.910000610351563,8.910000610351563,0.0899999976158142,1.0818865737725472,7.3388934188996915,7.336392387595107,12,5.321,6.07,79.38811087646523,7.144929789605865
78,1307399,thingi10k,5.318489162044495,74.76955078125002,5070,4.2,2.6,2.5900001525878906,0.8059084197103757,3.881889432980598,4.154549499234625,58,7.14,7.356,10.920000000000002,28.28280166625977
79,79195,thingi10k,18.24582343781437,49.87143066406251,39996,4.133399963378906,5.831258010864258,5.441788864135742,1.1775529823204645,0.8878185243437225,0.743130001994227,79,7.404,20.82,24.102921648559278,131.1630106202662
80,81148,thingi10k,15.002221602186433,38.845761718750005,6826,4.58745002746582,3.7885379791259766,1.8354499816894532,1.5834311497791544,1.6169197533245236,1.4363736875655755,15,1.413,14.575,17.379728656396765,31.899622644151105
81,38644,thingi10k,21.11546971177062,62.812241210937515,2864,7.4114234924316404,3.469965362548828,2.0,1.0343959031358483,1.8176448053236152,3.293063414973067,34,2.709,20.969,25.717382805918458,51.434765611836916
82,1519471,thingi10k,8300.964826795236,3496.1844138671877,4320,30.479999999999997,30.479999999999997,15.239999999999998,1.472553138045187,2.9166702111887304,2.916671262351857,4559,55.241,7697.025,929.0303999999998,14158.423295999995
83,383022,thingi10k,42.61738946541777,187.86462890625003,12926,7.619999694824219,6.1134998321533205,2.5399999618530273,2.7152020841559836,3.4885832953734734,1.9234229363843272,78,7.769,42.615,46.584866855316214,118.32556003543154
84,106090,thingi10k,3.4658567202813386,36.468481445312506,3896,5.401546478271484,5.439019775390625,0.7800000190734864,0.3196489279419494,3.997881721658979,4.1655998719940746,13,1.009,3.64,29.37911811301019,22.91571268851016
85,43584,thingi10k,12626.12060058939,5188.790655664063,346,25.4,25.273452491760253,38.1,1.570615058706083,2.6423430613788312,2.7421086380464383,7394,241.267,11705.206,641.9456932907104,24458.13091437607
86,314438,thingi10k,2.1169224084085063,19.697343750000005,1894,5.83001708984375,2.109126091003418,0.5567550659179688,1.4574055763617975,1.1019784776456518,1.4041048332936126,5,0.987,2.348,12.296241155185271,6.845994554898416
87,1307400,thingi10k,1.48003183035698,24.742565917968754,5102,4.2,2.6,0.45000014305114744,1.3899393570728789,3.543731279448501,3.9955982320057544,6,1.123,1.722,10.920000000000002,4.914001562118531
88,1120775,thingi10k,4371.516754233349,1703.757736315918,220,29.677364883422847,16.774161443710327,17.741900339126584,1.2686617823149626,1.3675897572101618,2.0000001960879614,2379,25.895,4054.392,497.81290977843435,8832.147032819596
89,136635,thingi10k,1.9822440061632083,44.881621093750006,2184,7.734480285644532,8.282740020751953,0.1,0.6188451716146669,4.301286810726416,4.033986770234902,7,2.568,3.561,64.06268940162497,6.406268940162497
90,734279,thingi10k,25.098195468614943,262.20605468750006,25186,9.689279937744141,10.4,1.2,1.05864936149966,9.51504494813739,7.236193387936323,39,4.988,26.113,100.76851135253906,120.92221362304687
91,84781,thingi10k,115.09476982130758,200.52174487304688,6826,12.90319980621338,3.225799951553345,3.225799951553345,2.165788279894726,2.166265035241664,4.2125970481631,139,10.317,111.871,41.62314130976625,134.267927220542
92,343548,thingi10k,6.590431946674984,51.74841308593751,654,7.298676300048828,6.385017776489258,0.3,0.9469224966356514,2.3131482437554887,2.382883195330497,9,2.171,7.671,46.602177920652615,13.980653376195784
93,118292,thingi10k,8.754341229361057,41.877294921875006,7048,1.1226083755493164,7.065673828125,6.427094268798828,1.7997948050411863,1.2715022472203032,0.561009774436756,131,16.803,14.504,7.931984618352725,50.97961288081526
94,535691,thingi10k,17.869770360310877,315.13068359375006,2932,5.079999923706055,2.2,5.079999923706055,16.603254377814025,2.000002596189047,11.435145725294756,172,28.574,23.809,11.175999832153321,56.77407829467775
95,39572,thingi10k,16.21385757199675,90.99903320312502,1202,4.519728088378907,4.567171859741211,3.992578887939453,1.4907863476875127,2.43676330083491,1.4868927035839614,102,11.163,19.484,20.64237493892608,82.41631037808672
96,112230,thingi10k,17.490414227132934,212.91710937500005,2692,2.85,3.435367202758789,10.517842864990234,2.664215819819879,3.5062677270289506,3.3194289795901737,271,32.289,28.174,9.790796527862549,102.97805940315027
97,472041,thingi10k,47.57644562866206,219.65919921875005,28368,9.48266143798828,2.7048103332519533,9.48266143798828,2.9471102683739594,1.570923157527447,1.8206536396247393,243,27.376,54.004,25.648800644200527,243.2188927994093
98,248192,thingi10k,3.987738199231639,26.034995117187506,32596,2.0,2.0,2.0,2.7678756713867188,2.767719030380249,2.7677934169769287,45,4.533,5.737,4.0,8.0
99,462534,thingi10k,2.094958663860957,31.316166992187505,2992,4.029736328125,4.102525329589843,0.29999940395355223,1.2601444687423675,5.485799575355747,5.4672530667598735,8,1.291,2.602,16.53209535770118,4.9596187534136424
100,113890,thingi10k,44.159163695017504,113.41349609375003,932,1.6,4.2,8.0,3.5856888407752625,3.1324875354766846,1.6428248087565103,187,20.753,49.148,6.720000000000001,53.760000000000005
101,462520,thingi10k,2.3244373242060345,33.541591796875004,2080,4.19881591796875,4.202569580078125,0.29999940395355223,1.349427339086716,4.919368710714407,4.916644620069552,8,1.381,2.889,17.645816049203273,5.293734297035008
102,50739,thingi10k,24.103036973460426,105.33709960937502,1344,5.714999771118164,5.435287857055664,1.9049999237060546,1.1224132288787465,4.802913274676065,3.32611449560017,63,7.517,24.774,31.062668859034456,59.17438180656708
103,1322469,thingi10k,6.254813819119531,59.00258789062501,22272,3.7944602966308594,3.794565200805664,2.1484413146972656,1.9323559519138436,3.7096408017666582,3.709580826413111,65,6.678,8.021,14.398326997434197,30.93396058380866
104,521419,thingi10k,18.18524802128226,221.84474609375005,6428,5.449999618530273,21.3,0.2,1.5665466429767723,18.909917632630908,5.159876827902637,33,9.875,23.496,116.08499187469482,23.216998374938967
105,472055,thingi10k,357.11662405440967,318.63421875000006,12226,7.984033203125,8.74215087890625,7.196665954589844,2.0781141007859576,2.2361278842904775,1.5018782368182177,323,20.676,337.162,69.79762288391589,502.3101763199785
106,240294,thingi10k,17.32558290636697,58.94629882812501,2036,3.200400161743164,3.200400161743164,2.5399999618530273,1.7906895754780214,2.894866779551439,2.8948665449168205,51,3.921,18.268,10.242561195285669,26.016105045302897
107,472069,thingi10k,47.87490221180728,190.70228515625004,122490,1.9896625518798827,17.934146118164062,8.973532104492188,1.8755759550980586,3.5221038072265007,0.5769743554718348,291,38.123,55.455,35.682898931253,320.20163914094877
108,1397588,thingi10k,32.17216489378676,113.14010742187502,115676,6.652400207519531,5.626300430297851,3.454500198364258,1.301554749737049,2.875485416267472,2.715302175686709,111,11.684,34.041,37.42840215008066,129.29642265191083
109,44016,thingi10k,6.352480894374758,41.73050781250001,1986,2.2073740005493163,3.7,2.108155059814453,1.4892532135775178,2.4649329062826326,2.9709904993950564,57,5.683,8.541,8.16728380203247,17.217900672195373
110,1036315,thingi10k,5.4749750641183255,27.826062011718754,9436,2.955800247192383,3.885000228881836,1.3060001373291015,1.5478274536471543,1.7517342842876225,1.4060098806860155,18,1.811,5.993,11.483284636871396,14.997171312743204
111,53581,thingi10k,7.606128935333893,65.65118164062501,404,4.580899810791015,2.5942001342773438,2.0,2.484042226989643,2.800769559765481,3.430024306893276,55,6.566,9.627,11.883770904265111,23.767541808530222
112,472082,thingi10k,11.768480952979688,53.01239257812501,1612,5.968965530395508,2.159000015258789,2.0319997787475588,1.3821316012791216,1.9236750127030449,3.212392932232775,18,1.27,11.666,12.886996671203088,26.1863743846052
113,71046,thingi10k,7.846703209574914,32.17834716796876,1284,3.1799999237060548,3.1799999237060548,1.5799999237060547,1.2367822215916302,1.9716525115411918,2.2427527341424747,12,0.796,7.718,10.112399514770514,15.977590461822556
114,1146180,thingi10k,3.427429673299049,24.383955078125005,8458,3.4448623657226562,2.4312555313110353,1.4668499946594238,1.672107488456225,1.546479303949904,2.1438004860065187,9,0.841,3.617,8.375340681268426,12.285368433589445
115,65755,thingi10k,10.077987275464462,27.897373046875007,976,2.1936899185180665,2.1947299957275392,3.0,1.569057030703806,2.0867506059267336,2.0864699825185995,15,0.48,9.618,4.814557065496702,14.443671196490106
116,1036473,thingi10k,7.307519970719647,51.89599121093751,25302,3.1470001220703123,3.1470001220703123,2.249200439453125,1.7805535285265355,3.0222402935799217,3.654775732551786,51,4.692,9.098,9.903609768310561,22.275203443056377
117,815484,thingi10k,561.0873372518784,508.5573437500001,679866,10.876473999023437,10.87669677734375,10.232518005371094,2.1298043244144935,2.1466371605220846,2.146602104304286,539,36.972,525.708,118.3001096940413,1210.5080024816532
118,130046,thingi10k,3.1662432815034802,49.00545898437501,9372,4.642369079589844,4.644782257080078,1.4524871826171875,0.5141980924664529,3.7809676321213326,3.7799093549698135,36,5.598,4.911,21.56279353169608,31.319681226209354
119,1036467,thingi10k,229.37903163344953,544.8240234375002,17332,14.754112243652344,17.780000305175783,9.494752502441406,1.2415430345357232,1.2385866350592631,0.7897833057564595,273,25.059,222.048,262.3281201947364,2490.7405756797234
120,472096,thingi10k,4561.107022605823,2385.29008828125,648,18.518379106521603,27.159395999908448,12.90319980621338,1.4056583076317934,3.41935336905258,2.9501217588974886,2556,29.425,4235.36,502.947991430451,6489.638425560804
121,1454015,thingi10k,60.131108905678765,390.57007812500007,14582,8.0,9.0,6.0,2.989859686957465,1.9047657648722331,3.3089348121925637,196,27.14,64.272,72.0,432.0
122,1228193,thingi10k,4063.519549203535,1796.399664501953,2210,20.12899179458618,20.1272368144989,16.128999757766724,1.3147519807733907,2.807517704479496,2.807256748330694,2259,10.953,3764.079,405.14098468674126,6534.518843873822
123,78738,thingi10k,12.769252893013197,44.34606445312501,6726,4.828039932250976,3.8119300842285155,2.752639961242676,1.0610205263023067,1.4256879773460716,1.5121563224644434,17,1.057,12.435,18.4041506656041,50.66000057487284
124,1396899,thingi10k,37.49456209318552,256.9750585937501,135314,6.372300720214843,6.599700927734375,6.235600280761719,2.0849782373998633,3.597943610180754,3.3592256396521445,196,25.297,41.644,42.05527897500433,262.2399093840494
125,1085685,thingi10k,8.676504465024712,61.266083984375015,71998,4.4,4.4,2.2,1.6972636388353077,2.2039314932074423,2.2039307050468504,54,6.915,11.014,19.360000000000003,42.59200000000001
126,288349,thingi10k,15.7040003306071,163.62541015625004,188,8.4,8.6,0.4,1.9988927070220577,2.8571426868438716,2.8604651606360147,18,6.221,17.121,72.24,28.896
127,290506,thingi10k,9.48924158654726,38.20089843750001,9422,4.363755416870117,2.570800018310547,4.030300140380859,1.8838733010522069,0.9303115411525867,1.4517754714737983,97,11.184,13.619,11.218342505592446,45.213287375129795
128,188497,thingi10k,12.442540676739275,131.89916015625002,344,20.089999389648437,1.7399999618530273,0.7700000286102295,1.9999996789275007,3.602363605567964,4.809022962014495,19,3.415,13.593,34.956598171615624,26.91658159226033
129,37991,thingi10k,55.56433603865218,193.39742187500005,5024,7.2,6.95,5.0,1.3392244883292586,1.7201106813218858,2.219675626686151,61,3.115,53.124,50.04,250.2
130,1071710,thingi10k,1.4121383647052574,17.220468750000002,320,1.0973891258239745,4.393287277221679,1.0922000885009766,1.0613508658761017,5.684409940239002,1.790681777449145,24,2.599,2.599,4.821145684643888,5.265655743444156
131,216763,thingi10k,1465.7887448801503,891.0195312500002,36858,16.035049438476562,16.996847534179686,15.0,1.151599897676282,1.70625730543399,1.7446091921270874,849,4.49,1360.585,272.54529050881973,4088.179357632296
132,70370,thingi10k,1.2694718966533742,28.047551269531255,920,6.8,2.0,0.1330000042915344,1.6469516473657946,4.971218602503059,4.654307412424423,4,1.434,2.168,13.6,1.808800058364868
133,70371,thingi10k,24.842042478648672,89.15868164062502,558,6.8,5.459999847412109,0.75,2.000000172610741,1.899111504648246,1.906995861542415,20,3.363,24.518,37.127998962402344,27.84599922180176
